date,open,close,high,low,volume,isOpen
2022/6/22,342.42,339.88,347.63,338,18678783,1
2022/6/23,344.7,353.5,354.05,338,32314226,1
2022/6/24,352.99,351.05,356.28,346.01,23598355,1
2022/6/27,352.07,349.69,357,348.33,21715524,1
2022/6/28,347,352.9,358.8,342.71,26963471,1
2022/6/29,349.99,331.61,350,331.49,36114602,1
2022/6/30,331,333.49,339.35,330,22014478,1
2022/7/1,332.18,329.2,333,320.1,23411263,1
2022/7/4,332,336.16,338.21,330.2,20951206,1
2022/7/5,337,333.89,340.6,329.59,17375703,1
2022/7/6,333.8,336.1,340.6,331.99,18343420,1
2022/7/7,337.7,349.38,351.95,333.37,30464874,1
2022/7/8,349.38,338,351.88,338,19047757,1
2022/7/11,335.88,324.3,335.88,318.88,25431744,1
2022/7/12,320,309,321,300.08,45051469,1
2022/7/13,309,309.88,313.84,296.77,34106695,1
2022/7/14,308.91,323,323,307,27248936,1
2022/7/15,335,338.19,349.89,333,44450784,1
2022/7/18,345,337.1,346,328,23891156,1
2022/7/19,337.1,331.1,337.1,327.62,15818025,1
2022/7/20,332.98,331.7,333.86,329.08,10326348,1
2022/7/21,329,324.5,331,322.94,13200328,1
2022/7/22,326.01,329.62,334.66,326,14177374,1
2022/7/25,326,322.95,327,320,11501710,1
